"Event"	"Reference (Event)"	"ID (Site)"	"ID (Dataset)"	"Site"	"Longitude"	"Latitude"	"Continent"	"Significance T air (July), full dataset Holocene period (WA-PLS)"	"Significance T air (July), full dataset (WA-PLS)"	"Significance T air (July) when partial out annual precip, full dataset Holocene period (WA-PLS)"	"Significance T air (July) when partial out annual precip, full dataset (WA-PLS)"	"Significance T air (July), full dataset Holocene period (MAT)"	"Significance T air (July) when partial out annual precip, full dataset Holocene period (MAT)"	"Significance T air (annual mean), full dataset Holocene period (WA-PLS)"	"Significance T air (annual mean), full dataset (WA-PLS)"	"Significance T air (annual mean) when partial out annual precip, full dataset Holocene period (WA-PLS)"	"Significance T air (annual mean) when partial out annual precip, full dataset (WA-PLS)"	"Significance T air (annual mean), full dataset Holocene period (MAT)"	"Significance T air (annual mean) when partial out annual precip, full dataset Holocene period (MAT)"	"Significance Precip annual total, full dataset Holocene period (WA-PLS)"	"Significance Precip annual total, full dataset (WA-PLS)"	"Significance Precip annual total when partial out July mean temp, full dataset Holocene period (WA-PLS)"	"Significance Precip annual total when partial out July mean temp, full dataset (WA-PLS)"	"Significance Precip annual total when partial out annual mean temp, full dataset Holocene period (WA-PLS)"	"Significance Precip annual total when partial out annual mean temp, full dataset (WA-PLS)"	"Significance Precip annual total, full dataset Holocene period (MAT)"	"Significance Precip annual total when partial out July mean temp, full dataset Holocene period (MAT)"	"Significance Precip annual total when partial out annual mean temp, full dataset Holocene period (MAT)"	"Significance T air (July), July temperature-tailored dataset Holocene period (WA-PLS)"	"Significance T air (July), July temperature-tailored dataset (WA-PLS)"	"Significance T air (July) when partial out annual precip, July temperature-tailored dataset Holocene period (WA-PLS)"	"Significance T air (July) when partial out annual precip, July temperature-tailored dataset (WA-PLS)"	"Significance Precip annual total, July temperature-tailored dataset Holocene period (WA-PLS)"	"Significance Precip annual total, July temperature-tailored dataset (WA-PLS)"	"Significance Precip annual total when partial out July mean temp, July temperature-tailored dataset Holocene period (WA-PLS)"	"Significance Precip annual total when partial out July mean temp, July temperature-tailored dataset (WA-PLS)"	"Significance T air (annual mean), annual mean temperature-tailored dataset Holocene period (WA-PLS)"	"Significance T air (annual mean), annual mean temperature-tailored dataset (WA-PLS)"	"Significance T air (annual mean) when partial out annual precip, annual mean temperature-tailored dataset Holocene period (WA-PLS)"	"Significance T air (annual mean) when partial out annual precip, annual mean temperature-tailored dataset (WA-PLS)"	"Significance Precip annual total, annual mean temperature-tailored dataset Holocene period (WA-PLS)"	"Significance Precip annual total, annual mean temperature-tailored dataset (WA-PLS)"	"Significance Precip annual total when partial out annual mean temp, annual mean temperature-tailored dataset Holocene period (WA-PLS)"	"Significance Precip annual total when partial out annual mean temp, annual mean temperature-tailored dataset (WA-PLS)"	"Significance T air (July), annual precipitation-tailored dataset Holocene period (WA-PLS)"	"Significance T air (July), annual precipitation-tailored dataset (WA-PLS)"	"Significance T air (July) when partial out annual precip, annual precipitation-tailored dataset Holocene period (WA-PLS)"	"Significance T air (July) when partial out annual precip, annual precipitation-tailored dataset (WA-PLS)"	"Significance T air (annual mean), annual precipitation-tailored dataset Holocene period (WA-PLS)"	"Significance T air (annual mean), annual precipitation-tailored dataset (WA-PLS)"	"Significance T air (annual mean) when partial out annual precip, annual precipitation-tailored dataset Holocene period (WA-PLS)"	"Significance T air (annual mean) when partial out annual precip, annual precipitation-tailored dataset (WA-PLS)"	"Significance Precip annual total, annual precipitation-tailored dataset Holocene period (WA-PLS)"	"Significance Precip annual total, annual precipitation-tailored dataset (WA-PLS)"	"Significance Precip annual total when partial out July mean temp, annual precipitation-tailored dataset Holocene period (WA-PLS)"	"Significance Precip annual total when partial out July mean temp, annual precipitation-tailored dataset (WA-PLS)"	"Significance Precip annual total when partial out annual mean temp, annual precipitation-tailored dataset Holocene period (WA-PLS)"	"Significance Precip annual total when partial out annual mean temp, annual precipitation-tailored dataset (WA-PLS)"
"KELLNERS"	"Neotoma"	1411	1448	"Kellners Lake"	-87.848056	44.238056	"Eastern North America"	0.041	0.047	0.002	0.027	0.055	0.096	0.094	0.001	0.001	0.001	0.093	0.061	0.037	0.193	0.03	0.017	0.009	0.022	0.761	0.828	0.425	0.02	0.089	0.001	0.044	0.001	0.137	0.003	0.011	0.035	0.001	0.001	0.001	0.001	0.566	0.002	0.003	0.061	0.001	0.001	0.001	0.042	0.001	0.001	0.001	0.002	0.195	0.003	0.001	0.001	0.001
"KENNYS"	"Neotoma"	1413	1450	"Kennys Pond"	-52.713889	47.590278	"Eastern North America"	0.607	0.597	0.887	0.904	0.614	0.544	0.298	0.263	0.07	0.064	0.567	0.591	0.548	0.53	0.77	0.784	0.101	0.109	0.651	0.483	0.738	0.49	0.486	0.204	0.217	0.433	0.452	0.142	0.16	0.303	0.295	0.896	0.881	0.264	0.248	0.782	0.777	0.758	0.744	0.957	0.963	0.255	0.254	0.046	0.038	0.515	0.507	0.689	0.688	0.089	0.08
"KENOGAMI"	"Neotoma"	1414	1451	"Lac Kenogami"	-71.566944	48.365833	"Eastern North America"	0.202	0.217	0.207	0.253	0.019	0.007	0.234	0.204	0.181	0.165	0.034	0.005	0.799	0.789	0.682	0.74	0.598	0.592	0.006	0.002	0.001	0.01	0.009	0.014	0.012	0.217	0.196	0.064	0.068	0.075	0.075	0.086	0.087	0.482	0.458	0.276	0.295	0.015	0.009	0.029	0.035	0.071	0.058	0.102	0.129	0.182	0.181	0.016	0.016	0.073	0.077
"KIRCHNR1"	"Neotoma"	1483	1520	"Kirchner Marsh"	-93.12255	44.77085	"Eastern North America"	0.018	0.031	0.001	0.039	0.001	0.001	0.001	0.005	0.001	0.005	0.001	0.001	0.226	0.635	0.002	0.05	0.002	0.055	0.872	0.423	0.304	0.052	0.052	0.001	0.028	0.15	0.619	0.003	0.023	0.001	0.004	0.001	0.007	0.116	0.613	0.005	0.042	0.004	0.009	0.001	0.014	0.001	0.002	0.001	0.001	0.107	0.56	0.001	0.081	0.003	0.014
"KITCHNER"	"Neotoma"	1486	1524	"Kitchner Lake"	-87.455	45.666667	"Eastern North America"	0.42	0.444	0.072	0.134	0.059	0.002	0.293	0.156	0.011	0.03	0.159	0.009	0.054	0.016	0.024	0.018	0.017	0.014	0.046	0.005	0.006	0.296	0.263	0.07	0.152	0.002	0.001	0.006	0.006	0.037	0.006	0.006	0.047	0.001	0.001	0.013	0.025	0.236	0.165	0.098	0.215	0.148	0.043	0.027	0.045	0.015	0.002	0.047	0.051	0.019	0.026
"KYLENLK"	"Neotoma"	1526	1564	"Kylen Lake"	-91.8	47.35	"Eastern North America"	0.608	0.756	0.653	0.478	0.018	0.005	0.745	0.105	0.741	0.093	0.002	0.002	0.712	0.086	0.721	0.1	0.731	0.086	0.818	0.079	0.207	0.422	0.574	0.346	0.11	0.678	0.073	0.535	0.03	0.732	0.603	0.731	0.797	0.896	0.162	0.887	0.261	0.548	0.313	0.827	0.492	0.705	0.065	0.501	0.49	0.551	0.058	0.781	0.091	0.431	0.452
"LACAWAC"	"Neotoma"	1530	1568	"Lacawac"	-75.29131	41.382145	"Eastern North America"	0.037	0.053	0.02	0.017	0.956	0.896	0.206	0.232	0.035	0.034	0.75	0.832	0.528	0.54	0.147	0.149	0.093	0.083	0.558	0.466	0.583	0.003	0.001	0.007	0.007	0.111	0.099	0.759	0.755	0.031	0.035	0.053	0.044	0.479	0.499	0.881	0.841	0.008	0.014	0.213	0.241	0.015	0.015	0.299	0.299	0.093	0.085	0.831	0.856	0.655	0.641
"LACCOLIN"	"Neotoma"	1531	1569	"Lac Colin"	-70.3	46.716667	"Eastern North America"	0.358	0.274	0.002	0.047	0.032	0.001	0.085	0.049	0.001	0.035	0.051	0.002	0.027	0.01	0.023	0.017	0.01	0.018	0.02	0.016	0.027	0.373	0.465	0.001	0.009	0.021	0.014	0.001	0.001	0.001	0.002	0.001	0.013	0.03	0.056	0.002	0.062	0.363	0.32	0.002	0.028	0.071	0.074	0.002	0.019	0.024	0.042	0.016	0.011	0.005	0.01
"LACLOUIS"	"Neotoma"	1533	1571	"Lac Louis"	-79.116667	47.2875	"Eastern North America"	0.278	0.261	0.337	0.34	0.006	0.027	0.552	0.56	0.58	0.565	0.342	0.245	0.45	0.459	0.552	0.524	0.513	0.48	0.025	0.003	0.035	0.569	0.606	0.579	0.556	0.29	0.295	0.318	0.311	0.204	0.21	0.194	0.176	0.243	0.234	0.025	0.026	0.441	0.456	0.505	0.517	0.534	0.513	0.505	0.494	0.593	0.578	0.626	0.635	0.555	0.534
"LACMAGIE"	"Neotoma"	1534	1572	"Lac a Magie"	-66.079167	44.263889	"Eastern North America"	0.032	0.086	0.005	0.004	0.267	0.528	0.05	0.087	0.023	0.008	0.212	0.513	0.04	0.018	0.058	0.013	0.04	0.017	0.182	0.431	0.504	0.134	0.068	0.032	0.004	0.13	0.067	0.074	0.053	0.21	0.457	0.229	0.292	0.708	0.477	0.584	0.293	0.052	0.065	0.242	0.155	0.087	0.098	0.386	0.147	0.103	0.068	0.691	0.166	0.442	0.161
"LADDLAKE"	"Neotoma"	1535	1574	"Ladd Lake"	-84.75	41.416667	"Eastern North America"	0.475	0.002	0.412	0.007	0.577	0.125	0.303	0.001	0.439	0.01	0.362	0.526	0.283	0.073	0.318	0.364	0.436	0.392	0.185	0.076	0.306	0.245	0.003	0.274	0.007	0.068	0.006	0.102	0.135	0.07	0.001	0.373	0.002	0.107	0.029	0.402	0.176	0.522	0.002	0.396	0.002	0.165	0.001	0.329	0.001	0.135	0.305	0.181	0.192	0.331	0.301
"LAKE16"	"Neotoma"	1540	1580	"Lake Sixteen"	-84.316667	45.6	"Eastern North America"	0.467	0.329	0.045	0.002	0.39	0.183	0.603	0.063	0.099	0.002	0.39	0.172	0.071	0.028	0.048	0.02	0.09	0.053	0.591	0.313	0.297	0.747	0.85	0.706	0.456	0.005	0.097	0.011	0.053	0.57	0.362	0.35	0.348	0.03	0.285	0.004	0.011	0.394	0.491	0.046	0.008	0.405	0.016	0.049	0.008	0.01	0.044	0.022	0.018	0.041	0.037
"LAKE27"	"Neotoma"	1541	1581	"Lake 27"	-84.783333	45.066667	"Eastern North America"	0.2	0.214	0.656	0.649	0.051	0.174	0.959	0.95	0.776	0.757	0.181	0.217	0.04	0.046	0.118	0.132	0.052	0.046	0.288	0.827	0.221	0.959	0.966	0.965	0.953	0.004	0.004	0.006	0.005	0.595	0.603	0.418	0.43	0.023	0.017	0.016	0.02	0.197	0.216	0.231	0.213	0.54	0.491	0.374	0.346	0.065	0.061	0.092	0.075	0.061	0.069
"LAKE31"	"Neotoma"	1542	1582	"Lake 31"	-50.466667	67.05	"Eastern North America"	0.384	0.403	0.223	0.224	0.534	0.477	0.681	0.657	0.473	0.474	0.361	0.507	0.577	0.578	0.341	0.343	0.449	0.452	0.332	0.389	0.465	0.915	0.941	0.831	0.811	0.12	0.095	0.137	0.145	0.181	0.181	0.232	0.23	0.811	0.779	0.695	0.704	0.538	0.532	0.597	0.583	0.313	0.3	0.466	0.484	0.087	0.116	0.128	0.12	0.147	0.159
"LAKEBN7"	"Neotoma"	1547	1587	"Lake BN7"	-73.516667	55.009167	"Eastern North America"	0.865	0.885	0.908	0.919	0.053	0.011	0.765	0.766	0.68	0.676	0.075	0.035	0.581	0.592	0.659	0.64	0.523	0.485	0.714	0.23	0.34	0.727	0.683	0.407	0.368	0.998	0.995	0.567	0.563	0.765	0.75	0.622	0.596	0.669	0.673	0.546	0.573	0.693	0.699	0.422	0.425	0.352	0.383	0.317	0.309	0.253	0.256	0.136	0.142	0.213	0.198
"LAKECH2"	"Neotoma"	1549	1590	"Lake CH2"	-74.583333	49.683333	"Eastern North America"	0.314	0.355	0.432	0.418	0.376	0.057	0.66	0.643	0.377	0.345	0.15	0.126	0.066	0.074	0.131	0.145	0.063	0.054	0.043	0.041	0.06	0.062	0.073	0.103	0.108	0.257	0.253	0.478	0.458	0.27	0.285	0.153	0.184	0.238	0.224	0.174	0.161	0.304	0.308	0.368	0.361	0.507	0.507	0.304	0.284	0.064	0.06	0.123	0.129	0.058	0.056
"LAKEEC1"	"Neotoma"	1550	1591	"Lake EC1"	-75.1	56.283333	"Eastern North America"	0.866	0.868	0.803	0.823	0.185	0.033	0.834	0.843	0.663	0.716	0.295	0.469	0.257	0.254	0.243	0.267	0.226	0.211	0.092	0.005	0.203	0.932	0.922	0.409	0.406	0.6	0.582	0.173	0.196	0.907	0.896	0.805	0.789	0.175	0.181	0.19	0.183	0.909	0.915	0.981	0.984	0.427	0.416	0.69	0.677	0.268	0.225	0.302	0.274	0.402	0.383
"LAKEEC2"	"Neotoma"	1551	1592	"Lake EC2"	-74.945	56.023333	"Eastern North America"	0.716	0.703	0.733	0.739	0.024	0.038	0.319	0.332	0.227	0.221	0.124	0.689	0.239	0.253	0.246	0.242	0.125	0.123	0.082	0.001	0.686	0.067	0.053	0.063	0.069	0.752	0.727	0.496	0.529	0.12	0.111	0.002	0.013	0.833	0.841	0.104	0.104	0.483	0.486	0.373	0.348	0.087	0.092	0.116	0.105	0.415	0.359	0.272	0.252	0.215	0.221
"LAKEGB1"	"Neotoma"	1553	1594	"Lake GB1"	-75.248889	55.110833	"Eastern North America"	0.593	0.597	0.504	0.509	0.071	0.047	0.432	0.427	0.281	0.296	0.08	0.102	0.75	0.746	0.628	0.627	0.515	0.519	0.686	0.055	0.48	0.016	0.021	0.001	0.004	0.627	0.609	0.311	0.33	0.258	0.275	0.149	0.148	0.864	0.817	0.455	0.476	0.406	0.412	0.281	0.312	0.178	0.162	0.081	0.107	0.977	0.976	0.788	0.786	0.646	0.654
"LAKEGB2"	"Neotoma"	1554	1595	"Lake GB2"	-75.283333	56.1	"Eastern North America"	0.484	0.445	0.204	0.204	0.085	0.032	0.416	0.421	0.233	0.198	0.246	0.335	0.141	0.123	0.1	0.095	0.094	0.081	0.521	0.04	0.59	0.528	0.505	0.809	0.819	0.371	0.392	0.559	0.585	0.043	0.054	0.021	0.023	0.678	0.692	0.368	0.368	0.335	0.362	0.108	0.107	0.191	0.174	0.15	0.136	0.008	0.009	0.007	0.005	0.017	0.011
"LAKELB1"	"Neotoma"	1556	1598	"Lake LB1"	-75.616667	57.916667	"Eastern North America"	0.516	0.51	0.393	0.371	0.289	0.378	0.732	0.746	0.472	0.483	0.984	0.839	0.026	0.03	0.029	0.037	0.011	0.015	0.71	0.736	0.603	0.308	0.322	0.753	0.757	0.151	0.141	0.564	0.53	0.465	0.455	0.164	0.185	0.055	0.083	0.016	0.016	0.232	0.245	0.215	0.239	0.308	0.328	0.482	0.455	0.046	0.056	0.073	0.081	0.151	0.157
"LAKELR1"	"Neotoma"	1557	1599	"Lake LR1"	-75.25	58.583333	"Eastern North America"	0.086	0.096	0.068	0.062	0.149	0.582	0.739	0.742	0.375	0.36	0.146	0.24	0.037	0.047	0.015	0.014	0.021	0.013	0.041	0.228	0.074	0.113	0.085	0.107	0.098	0.404	0.401	0.281	0.308	0.063	0.075	0.049	0.03	0.786	0.769	0.417	0.442	0.06	0.053	0.093	0.117	0.193	0.203	0.519	0.517	0.423	0.426	0.503	0.507	0.797	0.77
"LAKELR3"	"Neotoma"	1558	1601	"Lake LR3"	-75.245	58.578333	"Eastern North America"	0.172	0.17	0.023	0.046	0.011	0.912	0.386	0.414	0.128	0.129	0.915	0.749	0.114	0.123	0.112	0.118	0.1	0.102	0.008	0.749	0.004	0.139	0.133	0.198	0.191	0.598	0.596	0.592	0.611	0.373	0.387	0.875	0.869	0.658	0.633	0.947	0.96	0.129	0.121	0.116	0.118	0.309	0.31	0.136	0.117	0.484	0.473	0.338	0.32	0.193	0.17
"LAKELT1"	"Neotoma"	1559	1603	"Lake LT1"	-75.15	58.141667	"Eastern North America"	0.031	0.049	0.059	0.058	0.694	0.752	0.062	0.069	0.049	0.048	0.601	0.614	0.418	0.429	0.504	0.502	0.421	0.416	0.632	0.736	0.93	0.41	0.368	0.435	0.445	0.985	0.989	0.969	0.966	0.19	0.189	0.3	0.348	0.734	0.721	0.941	0.941	0.141	0.147	0.055	0.057	0.052	0.056	0.439	0.445	0.146	0.147	0.117	0.134	0.698	0.698
"LAKEPWWL"	"Neotoma"	1560	1604	"Lake PWWL"	-98.538889	73.591389	"Eastern North America"	0.008	0.014	0.036	0.039	0.004	0.067	0.007	0.01	0.043	0.047	0.053	0.654	0.046	0.04	0.122	0.124	0.118	0.122	0.074	0.789	0.498	0.019	0.014	0.019	0.028	0.174	0.152	0.091	0.086	0.011	0.011	0.018	0.016	0.472	0.471	0.045	0.033	0.006	0.006	0.595	0.608	0.004	0.002	0.65	0.658	0.004	0.001	0.543	0.538	0.206	0.202
"LAKEQC"	"Neotoma"	1561	1606	"Lake QC"	-80.698333	46.828333	"Eastern North America"	0.579	0.569	0.381	0.383	0.002	0.012	0.35	0.392	0.326	0.329	0.001	0.001	0.421	0.394	0.343	0.342	0.39	0.4	0.027	0.743	0.081	0.609	0.593	0.599	0.607	0.592	0.621	0.613	0.626	0.407	0.41	0.417	0.431	0.422	0.415	0.411	0.405	0.743	0.764	0.74	0.744	0.426	0.376	0.403	0.44	0.805	0.81	0.83	0.829	0.808	0.798
"LAKESIX"	"Neotoma"	1562	1607	"Lake Six"	-81.316667	48.4	"Eastern North America"	0.158	0.135	0.005	0.003	0.464	0.142	0.034	0.035	0.002	0.003	0.007	0.009	0.048	0.045	0.002	0.003	0.002	0.001	0.506	0.147	0.4	0.201	0.195	0.003	0.004	0.195	0.19	0.004	0.001	0.097	0.12	0.054	0.058	0.408	0.403	0.001	0.001	0.277	0.301	0.018	0.015	0.133	0.135	0.011	0.007	0.1	0.08	0.029	0.031	0.031	0.017
"LAN17"	"Neotoma"	1566	1611	"L'Anse aux Meadows Site"	-55.55	51.573333	"Eastern North America"	0.754	0.745	0.86	0.856	0.098	0.662	0.546	0.525	0.75	0.754	0.025	0.333	0.291	0.291	0.391	0.346	0.438	0.447	0.074	0.361	0.799	0.878	0.871	0.896	0.912	0.293	0.31	0.33	0.338	0.343	0.317	0.354	0.342	0.495	0.499	0.535	0.543	0.95	0.952	0.877	0.875	0.55	0.531	0.841	0.854	0.202	0.212	0.248	0.25	0.272	0.316
"LANSTJE"	"Neotoma"	1569	1615	"Tourbiere de Lanoraie STJEAN"	-73.216944	46	"Eastern North America"	0.222	0.223	0.114	0.105	0.786	0.115	0.75	0.714	0.135	0.13	0.799	0.07	0.027	0.026	0.007	0.008	0.005	0.003	0.002	0.002	0.002	0.266	0.268	0.312	0.301	0.001	0.001	0.002	0.001	0.167	0.177	0.049	0.053	0.001	0.001	0.001	0.001	0.172	0.163	0.15	0.167	0.75	0.761	0.163	0.186	0.032	0.025	0.008	0.005	0.006	0.004
"LEADINGT"	"Neotoma"	1576	1622	"Leading Tickles"	-55.473056	49.471389	"Eastern North America"	0.137	0.062	0.182	0.25	0.356	0.802	0.524	0.442	0.583	0.431	0.415	0.462	0.278	0.043	0.252	0.203	0.331	0.025	0.408	0.967	0.611	0.148	0.065	0.11	0.067	0.342	0.519	0.16	0.611	0.083	0.557	0.278	0.531	0.196	0.781	0.534	0.75	0.189	0.068	0.351	0.409	0.489	0.256	0.549	0.424	0.218	0.015	0.38	0.106	0.309	0.003
"LEO"	"Neotoma"	1579	1626	"Lac a Leonard"	-65.812778	49.207778	"Eastern North America"	0.446	0.462	0.607	0.625	0.002	0.017	0.162	0.161	0.754	0.746	0.004	0.099	0.017	0.018	0.024	0.029	0.083	0.093	0.014	0.283	0.692	0.073	0.09	0.007	0.007	0.047	0.056	0.021	0.031	0.001	0.002	0.002	0.002	0.01	0.011	0.021	0.018	0.342	0.335	0.698	0.725	0.205	0.188	0.812	0.809	0.055	0.048	0.104	0.11	0.215	0.21
"LILYLAKE"	"Neotoma"	1586	1633	"Lily Lake"	-92.823905	45.04816	"Eastern North America"	0.095	0.006	0.106	0.02	0.001	0.001	0.063	0.003	0.067	0.001	0.058	0.005	0.23	0.244	0.155	0.063	0.185	0.048	0.563	0.173	0.007	0.025	0.02	0.062	0.021	0.238	0.319	0.138	0.06	0.014	0.001	0.054	0.001	0.196	0.48	0.153	0.122	0.085	0.003	0.03	0.001	0.028	0.001	0.035	0.001	0.127	0.157	0.019	0.012	0.108	0.01
"LITTBASS"	"Neotoma"	1590	1639	"Little Bass Lake"	-93.600465	47.286	"Eastern North America"	0.001	0.002	0.002	0.001	0.059	0.144	0.005	0.011	0.002	0.002	0.381	0.087	0.158	0.165	0.001	0.008	0.007	0.018	0.078	0.204	0.021	0.001	0.001	0.001	0.001	0.078	0.081	0.001	0.007	0.004	0.011	0.002	0.006	0.063	0.064	0.007	0.014	0.005	0.005	0.001	0.001	0.002	0.003	0.001	0.001	0.124	0.104	0.002	0.005	0.003	0.012
"LKANNIE"	"Neotoma"	1597	1648	"Lake Annie"	-81.350875	27.20731	"Eastern North America"	0.308	0.417	0.761	0.481	0.291	0.122	0.049	0.214	0.299	0.189	0.328	0.153	0.106	0.794	0.196	0.427	0.849	0.23	0.457	0.162	0.227	0.11	0.019	0.208	0.062	0.307	0.363	0.409	0.382	0.031	0.007	0.028	0.004	0.932	0.867	0.68	0.66	0.359	0.273	0.997	0.372	0.221	0.258	0.244	0.785	0.132	0.066	0.356	0.065	0.222	0.261
"LKHOPE"	"Neotoma"	1599	1650	"Lake Hope Simpson"	-56.433333	52.45	"Eastern North America"	0.084	0.076	0.423	0.438	0.303	0.379	0.785	0.778	0.06	0.042	0.04	0.454	0.178	0.136	0.729	0.758	0.021	0.017	0.005	0.02	0.141	0.191	0.129	0.59	0.577	0.089	0.082	0.219	0.223	0.446	0.459	0.078	0.079	0.909	0.909	0.461	0.479	0.13	0.118	0.641	0.671	0.623	0.606	0.078	0.054	0.14	0.115	0.585	0.672	0.031	0.016
"LLAKE"	"Neotoma"	1600	1651	"Little Lake"	-63.93664	44.668195	"Eastern North America"	0.049	0.187	0.251	0.677	0.175	0.624	0.143	0.438	0.706	0.643	0.211	0.447	0.219	0.09	0.699	0.43	0.97	0.144	0.266	0.772	0.509	0.247	0.328	0.511	0.36	0.538	0.807	0.946	0.827	0.551	0.569	0.457	0.73	0.683	0.28	0.649	0.378	0.066	0.197	0.937	0.769	0.106	0.337	0.839	0.44	0.128	0.013	0.998	0.067	0.82	0.018
"LOCKPORT"	"Neotoma"	1604	1655	"Lockport Gulf Section"	-78.716667	43.166667	"Eastern North America"	0.012	0.142	0.056	0.136	0.103	0.138	0.042	0.246	0.139	0.381	0.096	0.178	0.536	0.45	0.85	0.382	0.843	0.643	0.079	0.167	0.184	0.06	0.112	0.191	0.052	0.477	0.653	0.869	0.48	0.038	0.138	0.034	0.067	0.282	0.413	0.318	0.232	0.035	0.188	0.644	0.634	0.019	0.212	0.345	0.849	0.135	0.193	0.958	0.94	0.86	0.94
"LONESOME"	"Neotoma"	1607	1658	"Lonesome Lake"	-71.701111	44.14	"Eastern North America"	0.097	0.153	0.008	0.005	0.001	0.001	0.053	0.041	0.005	0.004	0.001	0.001	0.054	0.022	0.048	0.023	0.035	0.028	0.018	0.006	0.001	0.101	0.175	0.032	0.019	0.005	0.004	0.001	0.001	0.001	0.002	0.002	0.002	0.012	0.018	0.003	0.002	0.078	0.163	0.004	0.002	0.023	0.03	0.004	0.001	0.026	0.015	0.017	0.013	0.01	0.012
"LONG"	"Neotoma"	1608	1659	"Long Lake (CA:Nunavut)"	-101.233333	62.633333	"Eastern North America"	0.612	0.642	0.729	0.741	0.637	0.3	0.489	0.492	0.688	0.678	0.387	0.514	0.744	0.764	0.846	0.829	0.925	0.925	0.402	0.188	0.553	0.375	0.359	0.376	0.348	0.088	0.09	0.093	0.089	0.263	0.256	0.209	0.224	0.483	0.483	0.299	0.309	0.307	0.312	0.269	0.241	0.158	0.178	0.168	0.137	0.91	0.918	0.578	0.573	0.48	0.452
"LONGSWMP"	"Neotoma"	1610	1661	"Longswamp"	-75.666667	40.483333	"Eastern North America"	0.01	0.001	0.003	0.143	0.002	0.003	0.001	0.001	0.001	0.13	0.001	0.001	0.1	0.04	0.01	0.651	0.012	0.691	0.002	0.037	0.531	0.015	0.03	0.002	0.181	0.018	0.021	0.005	0.434	0.001	0.001	0.001	0.071	0.023	0.051	0.005	0.537	0.004	0.003	0.003	0.066	0.001	0.002	0.002	0.081	0.105	0.205	0.024	0.673	0.026	0.703
"LOONPOND"	"Neotoma"	1611	1663	"Loon Pond"	-68.2	45.033333	"Eastern North America"	0.229	0.075	0.333	0.016	0.459	0.146	0.683	0.01	0.241	0.002	0.14	0.016	0.043	0.132	0.185	0.036	0.023	0.007	0.001	0.001	0.001	0.041	0.027	0.299	0.002	0.044	0.295	0.279	0.035	0.064	0.002	0.013	0.001	0.001	0.214	0.001	0.001	0.255	0.161	0.359	0.028	0.721	0.017	0.198	0.002	0.021	0.101	0.154	0.044	0.006	0.003
"LOSTPOND"	"Neotoma"	1615	1667	"Lost P."	-71.251389	44.246944	"Eastern North America"	0.25	0.187	0.001	0.002	0.018	0.23	0.355	0.036	0.001	0.001	0.1	0.005	0.017	0.013	0.011	0.002	0.008	0.002	0.001	0.003	0.002	0.052	0.229	0.001	0.009	0.002	0.042	0.007	0.006	0.075	0.007	0.001	0.011	0.001	0.071	0.001	0.006	0.217	0.264	0.001	0.004	0.347	0.063	0.001	0.001	0.012	0.014	0.01	0.001	0.002	0.001
"LOXAHAT1"	"Neotoma"	1619	1671	"Loxahatchee National Wildlife Refuge Site 1 (EPA Site 7)"	-80.415556	26.481111	"Eastern North America"	0.364	0.362	0.786	0.764	0.623	0.477	0.124	0.125	0.42	0.445	0.658	0.494	0.205	0.208	0.422	0.405	0.787	0.831	0.066	0.071	0.056	0.515	0.521	0.734	0.718	0.062	0.06	0.112	0.111	0.219	0.218	0.191	0.213	0.006	0.007	0.052	0.037	0.466	0.469	0.192	0.214	0.172	0.147	0.135	0.145	0.025	0.023	0.036	0.024	0.036	0.047
"LYNNLAKE"	"Neotoma"	1629	1684	"Lynn Lake"	-101.041944	56.841667	"Eastern North America"	0.37	0.377	0.41	0.444	0.259	0.143	0.756	0.778	0.935	0.939	0.414	0.352	0.687	0.66	0.595	0.634	0.772	0.791	0.213	0.116	0.24	0.02	0.015	0.022	0.027	0.747	0.718	0.047	0.044	0.847	0.852	0.588	0.6	0.611	0.632	0.535	0.472	0.274	0.282	0.389	0.351	0.923	0.921	0.874	0.868	0.614	0.624	0.965	0.973	0.681	0.688
"MAL"	"Neotoma"	1636	1691	"Tourbiere du lac Malbaie"	-70.976389	47.597222	"Eastern North America"	0.052	0.061	0.569	0.575	0.001	0.002	0.036	0.027	0.619	0.601	0.016	0.104	0.013	0.016	0.215	0.197	0.3	0.294	0.037	0.808	0.818	0.006	0.005	0.049	0.047	0.017	0.027	0.467	0.461	0.001	0.001	0.002	0.001	0.016	0.014	0.689	0.636	0.132	0.138	0.82	0.846	0.074	0.073	0.767	0.775	0.013	0.007	0.033	0.04	0.067	0.081
"MANGROVE"	"Neotoma"	1642	1697	"Mangrove Lake"	-64.75	32.3	"Eastern North America"	0.485	0.414	0.278	0.276	0.466	0.86	0.88	0.874	0.358	0.358	0.409	0.776	0.026	0.025	0.003	0.004	0.007	0.005	0.368	0.549	0.591	0.849	0.855	0.753	0.749	0.454	0.431	0.655	0.633	0.982	0.973	0.756	0.774	0.99	0.993	0.447	0.474	0.313	0.34	0.668	0.676	0.627	0.652	0.327	0.29	0.269	0.255	0.543	0.548	0.253	0.244
