"Event"	"Reference (Event)"	"ID (Site)"	"ID (Dataset)"	"Site"	"Longitude"	"Latitude"	"Continent"	"modern training sites [#], full dataset"	"minimum modern T air (July) [°C], full dataset"	"maximum modern T air (July) [°C], full dataset"	"minimum modern T air (annual mean) [°C], full dataset"	"maximum modern T air (annual mean) [°C], full dataset"	"minimum modern Precip annual total [mm/a], full dataset"	"maximum modern Precip annual total [mm/a], full dataset"	"WA-PLS component T air (July), full dataset"	"WA-PLS r2 observed vs. predicted T air (July), full dataset"	"WA-PLS RMSEP T air (July), full dataset"	"MAT r2 observed vs. predicted T air (July), full dataset"	"MAT RMSEP T air (July), full dataset"	"WA-PLS component T air (annual mean), full dataset"	"WA-PLS r2 observed vs. predicted T air (annual mean), full dataset"	"WA-PLS RMSEP T air (annual mean), full dataset"	"MAT r2 observed vs. predicted T air (annual mean), full dataset"	"MAT RMSEP T air (annual mean), full dataset"	"WA-PLS component Precip annual total, full dataset"	"WA-PLS r2 observed vs. predicted Precip annual total, full dataset"	"WA-PLS RMSEP Precip annual total, full dataset"	"MAT r2 observed vs. predicted Precip annual total, full dataset"	"MAT RMSEP Precip annual total, full dataset"	"minimum modern T air (July) [°C], after tailoring"	"maximum modern T air (July) [°C], after tailoring"	"minimum modern T air (annual mean) [°C], after tailoring"	"maximum modern T air (annual mean) [°C], after tailoring"	"minimum modern Precip annual total [mm/a], after tailoring"	"maximum modern Precip annual total [mm/a], after tailoring"	"modern training sites [#], July temperature-tailored dataset"	"minimum modern T air (July) [°C], July temperature-tailored dataset"	"maximum modern T air (July) [°C], July temperature-tailored dataset"	"minimum modern Precip annual total [mm/a], July temperature-tailored dataset"	"maximum modern Precip annual total [mm/a], July temperature-tailored dataset"	"WA-PLS component T air (July), July temperature-tailored dataset"	"WA-PLS r2 observed vs. predicted T air (July), July temperature-tailored dataset"	"WA-PLS RMSEP T air (July), July temperature-tailored dataset"	"WA-PLS component Precip annual total, July temperature-tailored dataset"	"WA-PLS r2 observed vs. predicted Precip annual total, July temperature-tailored dataset"	"WA-PLS RMSEP Precip annual total, July temperature-tailored dataset"	"modern training sites [#], annual mean temperature-tailored dataset"	"minimum modern T air (annual mean) [°C], annual mean temperature-tailored dataset"	"maximum modern T air (annual mean) [°C], annual mean temperature-tailored dataset"	"minimum modern Precip annual total [mm/a], annual mean temperature-tailored dataset"	"maximum modern Precip annual total [mm/a], annual mean temperature-tailored dataset"	"WA-PLS component T air (annual mean), annual mean temperature-tailored dataset"	"WA-PLS r2 observed vs. predicted T air (annual mean), annual mean temperature-tailored dataset"	"WA-PLS RMSEP T air (annual mean), annual mean temperature-tailored dataset"	"WA-PLS component Precip annual total, annual mean temperature-tailored dataset"	"WA-PLS r2 observed vs. predicted Precip annual total, annual mean temperature-tailored dataset"	"WA-PLS RMSEP Precip annual total, annual mean temperature-tailored dataset"	"modern training sites [#], annual precipitation-tailored dataset"	"minimum modern T air (July) [°C], annual precipitation-tailored dataset"	"maximum modern T air (July) [°C], annual precipitation-tailored dataset"	"minimum modern T air (annual mean) [°C], annual precipitation-tailored dataset"	"maximum modern T air (annual mean) [°C], annual precipitation-tailored dataset"	"minimum modern Precip annual total [mm/a], annual precipitation-tailored dataset"	"maximum modern Precip annual total [mm/a], annual precipitation-tailored dataset"	"WA-PLS component T air (July), annual precipitation-tailored dataset"	"WA-PLS r2 observed vs. predicted T air (July), annual precipitation-tailored dataset"	"WA-PLS RMSEP T air (July), annual precipitation-tailored dataset"	"WA-PLS component T air (annual mean), annual precipitation-tailored dataset"	"WA-PLS r2 observed vs. predicted T air (annual mean), annual precipitation-tailored dataset"	"WA-PLS RMSEP T air (annual mean), annual precipitation-tailored dataset"	"WA-PLS component Precip annual total, annual precipitation-tailored dataset"	"WA-PLS r2 observed vs. predicted Precip annual total, annual precipitation-tailored dataset"	"WA-PLS RMSEP Precip annual total, annual precipitation-tailored dataset"
"STLAWR2"	"Neotoma"	11580	17340	"St. Lawrence Section 2"	-171.547917	63.667222	"Asia"	840	0.9	16.5	-15.4	5.7	109	2515	1	0.27	2.07	0.51	1.7	2	0.49	2.75	0.7	2.1	1	0.61	147.64	0.78	111.88	8.8	11.8	-16	-5.3	168	332	242	8.9	11.8	116	1058	1	0.23	0.74	1	0.24	108.93	598	-15.4	-5.3	109	502	2	0.47	1.87	2	0.53	61.57	425	0.9	16.5	-15.4	-0.7	169	331	1	0.36	2.04	1	0.65	1.9	1	0.27	41.15
"STLAWR3"	"Neotoma"	11584	17347	"St. Lawrence Island Section 3"	-171.581944	63.673889	"Asia"	840	0.9	16.5	-15.4	5.7	109	2515	1	0.27	2.07	0.51	1.7	2	0.49	2.75	0.7	2.1	1	0.61	147.64	0.78	111.88	9.5	10.9	-15.8	-6.3	167	297	106	9.6	10.9	116	1058	1	0.09	0.38	1	0.22	121.3	501	-15.4	-6.3	109	502	1	0.53	1.53	1	0.46	56.75	370	0.9	16.5	-15.4	-0.7	168	296	1	0.35	2.06	1	0.62	1.92	1	0.18	36.1
"Naskak_neotoma"	"Neotoma"	12999	19264	"Naskak"	-171.45401	63.641012	"Asia"	838	0.9	16.5	-15.4	5.7	109	2515	1	0.27	2.07	0.51	1.7	2	0.49	2.75	0.71	2.09	1	0.61	147.82	0.78	111.84	8.1	12.4	-19.8	-4.5	99	346	381	8.1	12.3	116	1058	1	0.22	1.06	1	0.2	138.88	690	-15.4	-4.5	109	662	2	0.54	1.93	1	0.29	94.98	583	0.9	16.5	-15.4	-0.7	109	345	1	0.34	2.12	2	0.69	1.73	2	0.36	50.19
"AGHNAGHA"	"Neotoma"	13000	19266	"Aghnaghak"	-171.553815	63.656005	"Asia"	840	0.9	16.5	-15.4	5.7	109	2515	1	0.27	2.07	0.51	1.7	2	0.49	2.75	0.7	2.1	1	0.61	147.64	0.78	111.88	9.4	10.9	-15.7	-6.3	168	297	108	9.5	10.9	116	1058	1	0.07	0.39	1	0.26	120.48	500	-15.4	-6.3	109	502	1	0.53	1.53	1	0.46	56.8	364	0.9	16.5	-15.4	-0.7	169	296	1	0.36	2.02	1	0.62	1.93	1	0.18	35.77
"LAHI"	"Neotoma"	13454	20188	"Lake Hill"	-170.24827	57.17824	"Asia"	577	0.9	16.5	-13.4	5.7	109	2515	1	0.31	2.21	0.57	1.77	2	0.57	2.47	0.68	2.14	1	0.69	145.87	0.79	134.55	6.8	10.9	-13.1	10.8	149	368	125	7.1	10.8	112	1058	1	0.04	0.91	1	0.3	164.72	572	-12.9	5.7	109	2515	2	0.57	2.47	1	0.69	146.26	429	0.9	16.5	-13.4	-1.3	149	367	2	0.44	2.02	2	0.71	1.63	1	0.42	50.95
"KAKITU1"	"Neotoma"	15804	24294	"Kakitu Mountain"	96.466667	38.05	"Asia"	2822	-6.5	33	-17.5	21.3	15	1832	2	0.55	4.38	0.68	3.69	2	0.6	3.97	0.7	3.47	2	0.78	144.26	0.85	121.65	3.1	8.5	-7.4	-3.8	317	434	451	3.3	8.5	37	782	1	0.15	1.44	2	0.63	97.58	369	-7.4	-3.8	37	992	1	0.07	1.04	2	0.53	116.57	591	-2	27.2	-15.4	13	318	433	2	0.7	3.22	2	0.61	2.8	1	0.21	32.35
"CS98-10"	"Neotoma"	16712	26563	"Cape Shpindler"	62.8	69.716667	"Asia"	1609	-2.5	22.1	-18.4	5.7	167	1843	2	0.69	1.8	0.78	1.53	2	0.66	3	0.78	2.41	1	0.28	125.2	0.68	83.57	7	15.7	-11.6	-1.4	238	562	736	7	15.6	167	1843	1	0.48	1.42	1	0.32	154.35	433	-11.1	-1.4	270	834	1	0.28	2.37	2	0.45	68.74	953	3.5	22.1	-15.1	5.7	244	561	2	0.77	1.67	2	0.7	2.75	1	0.45	61.58
"Lyadhej-To"	"Neotoma"	16713	26565	"Lyadhej-To lake"	65.79111	68.246555	"Asia"	1644	-2.5	22.5	-18.4	5.7	167	1402	2	0.71	1.82	0.8	1.51	2	0.68	2.92	0.8	2.32	2	0.43	101.71	0.72	70.47	9.8	16	-10.1	-0.3	289	682	707	9.9	16	181	1402	1	0.55	1.11	1	0.39	114.75	576	-10.1	-0.3	270	865	1	0.35	2.43	1	0.39	72.4	1431	3.5	22.5	-15.1	5.7	293	681	2	0.68	1.7	1	0.52	2.77	2	0.43	67.57
"KNS11B"	"Neotoma"	17917	30184	"Kanas Lake"	87.07225	48.802645	"Asia"	2237	-2.2	33	-15.8	14.8	15	992	1	0.49	4.33	0.64	3.66	1	0.4	3.89	0.6	3.18	2	0.66	100.16	0.78	79.64	10.2	14.7	-2.6	0.1	221	373	449	10.3	14.7	28	992	1	0.12	1.2	2	0.59	119.48	495	-2.6	0.1	30	689	1	0.09	0.74	2	0.64	92.55	705	-2	28.7	-15.4	13	222	373	1	0.5	4.02	1	0.43	3.38	1	0.1	38.53
"KTK1"	"Neotoma"	23692	40990	"Lake Kotokel"	108.133333	52.783333	"Asia"	2263	-2	33	-15.4	14.8	15	992	1	0.45	3.85	0.65	3.06	2	0.63	3.43	0.72	2.98	2	0.54	107.87	0.66	93.64	8.5	18.3	-10.4	0.8	230	574	1138	8.6	18.3	46	992	1	0.26	2.27	2	0.5	111.17	1168	-10.3	0.8	58	992	2	0.4	2.39	2	0.46	107.21	1633	-2	27.6	-15.4	13.7	231	574	2	0.59	3.2	2	0.64	3.31	1	0.32	82.3
"Baikal_Lake-CON01-603-5"	"Neotoma"	23696	40997	"Lake Baikal"	108.913611	53.954722	"Asia"	2123	2.8	33	-14.7	14.8	15	992	2	0.53	3.24	0.68	2.67	2	0.69	3.2	0.77	2.79	2	0.57	106.38	0.67	92.51	10.1	21.5	-10.6	1.8	206	509	1569	10.1	21.4	36	992	1	0.31	2.38	2	0.52	107.87	1299	-10.6	1.8	46	992	2	0.5	2.54	2	0.5	103.86	1411	2.8	27.6	-14.7	13.3	207	508	2	0.54	3.03	2	0.71	3.08	1	0.31	71.15
"PG1756"	"Neotoma"	23749	41098	"Lake Billyakh"	126.769945	65.2891	"Asia"	1159	-2.5	21.6	-18.4	1.8	136	904	1	0.52	2.59	0.69	2.07	2	0.7	2.77	0.77	2.43	1	0.6	92.51	0.73	76.84	9.4	15.8	-15.6	-7.7	149	456	647	9.4	15.8	148	904	1	0.29	1.48	2	0.65	84.33	744	-15.6	-7.8	136	644	1	0.44	1.41	1	0.32	68.85	883	-2.5	21.6	-18.4	0.9	151	454	2	0.58	2.45	2	0.63	2.53	1	0.24	66.32
"PG1755"	"Neotoma"	23749	41138	"Lake Billyakh"	126.769945	65.2891	"Asia"	1159	-2.5	21.6	-18.4	1.8	136	904	1	0.52	2.59	0.69	2.07	2	0.7	2.77	0.77	2.43	1	0.6	92.51	0.73	76.84	8.1	15.9	-18.5	-7.3	125	446	678	8.3	15.9	148	904	1	0.3	1.58	2	0.65	83.88	771	-18.4	-7.3	136	644	1	0.4	1.56	1	0.31	70.75	879	-2.5	21.6	-18.4	0.9	136	445	2	0.59	2.48	2	0.63	2.52	1	0.24	64.99
"NOVO-USP"	"Neotoma"	23800	41235	"Novo-Uspenka"	84.166667	56.616667	"Asia"	2115	3.3	33	-13.8	14.8	15	992	2	0.54	3.35	0.71	2.67	2	0.64	3.12	0.75	2.57	2	0.64	102.49	0.8	76.54	11.2	21.6	-8.4	5.8	344	713	1582	11.3	21.6	85	992	1	0.43	1.9	2	0.59	99.34	1792	-8.4	5.8	58	992	1	0.48	2.58	2	0.62	99.19	1161	3.4	26.2	-11.1	10.2	344	711	1	0.57	2.22	1	0.6	2.51	1	0.23	74.87
"NIZHNIVA"	"Neotoma"	23801	41237	"Nizhnevartovsk"	76.666667	62	"Asia"	1816	3.3	29.5	-15.3	9.9	77	992	1	0.59	2.58	0.73	2.11	1	0.71	2.74	0.81	2.21	2	0.59	103.02	0.77	76.71	8.5	18.1	-10.9	0.8	247	593	1186	8.6	18.1	93	992	1	0.46	1.92	2	0.58	107.57	1062	-10.6	0.8	90	992	1	0.44	2.38	2	0.62	102.17	1291	3.3	25	-15.1	9.3	248	593	2	0.67	2.15	1	0.72	2.62	1	0.41	76.82
"BAYANCH"	"Neotoma"	23805	41245	"Lake Bayanchagan"	115.225425	41.632845	"Asia"	2482	-2	29.5	-15.4	22.1	35	3486	2	0.65	3.47	0.76	2.87	2	0.76	3.44	0.83	2.9	2	0.85	244.02	0.92	179.44	14.5	22.3	-0.6	5.4	116	819	1278	14.6	22.3	35	3486	1	0.18	1.83	2	0.88	211.16	940	-0.6	5.4	41	1437	1	0.15	1.47	2	0.79	107.26	1761	-2	27.6	-15.4	14.6	117	808	1	0.58	3.42	2	0.5	3.18	2	0.7	101.52
"TIANCHIYL"	"Neotoma"	23806	41247	"Lake Tianchi"	99.27974	25.87085	"Asia"	1610	-6.5	29.5	-17.5	25.7	28	2250	2	0.76	3.91	0.82	3.39	2	0.82	3.86	0.86	3.39	2	0.88	195.34	0.91	170.32	13	19.4	3.5	12	672	1108	285	13.1	19.3	40	2250	1	0.16	1.63	1	0.79	141.62	408	3.5	12	28	2250	1	0.39	1.6	1	0.86	125.61	224	5.2	27.8	-4.8	20	672	1082	1	0.55	3.07	1	0.63	3.6	2	0.68	54.47
"K7/P2"	"Neotoma"	23809	41252	"Dyanushka K7P2"	125.036944	65.039444	"Asia"	1172	-2.5	21.6	-18.4	1.7	136	904	1	0.53	2.48	0.71	1.95	1	0.66	2.99	0.77	2.47	1	0.6	92.1	0.74	74.59	11.2	15.1	-13.8	-8.3	226	434	421	11.2	15	148	904	1	0.16	0.89	2	0.6	88.95	495	-13.8	-8.4	148	644	2	0.55	0.94	1	0.33	69.86	658	5.1	21.6	-16.5	0.9	227	431	2	0.62	2.21	2	0.67	2.6	1	0.17	52.07
"FADEYEVS"	"Neotoma"	23811	41262	"Faddeyevskiy"	143.833333	75.333333	"Asia"	876	-2.5	18.7	-18.4	-2.6	109	550	1	0.45	2.54	0.63	2.08	1	0.22	2.5	0.42	2.18	1	0.22	77.22	0.55	58.79	8.3	10.3	-14	-12.9	191	235	120	8.4	10.2	131	502	1	0.07	0.49	1	0.64	55.53	150	-13.9	-12.9	151	386	1	0.19	0.29	1	0.15	38.58	143	6.5	15.9	-15.7	-5	192	234	1	0.45	1.82	2	0.47	1.42	1	0.32	11.62
"Nikolay"	"Neotoma"	23812	41264	"Nikolay Lake"	124.2	73.333333	"Asia"	926	-2.5	18.7	-18.4	-2.6	136	644	1	0.44	2.5	0.6	2.11	1	0.34	2.38	0.5	2.08	1	0.34	81.96	0.56	67.22	7.3	14.9	-14	-8.5	188	440	624	7.3	14.9	148	644	1	0.3	1.48	1	0.39	79.76	557	-13.9	-8.6	148	644	2	0.52	1.01	1	0.31	67.4	698	0.9	18.7	-16.5	-2.6	192	438	1	0.5	2.33	1	0.29	2.22	1	0.2	56.16
"Barbarina_Tumsa"	"Neotoma"	23875	41397	"Barbarina Tumsa"	123.35	73.566667	"Asia"	926	-2.5	18.7	-18.4	-2.6	136	644	1	0.44	2.49	0.61	2.1	1	0.35	2.36	0.51	2.04	1	0.35	81.46	0.57	66.12	5.5	12.1	-15.9	-10.1	172	390	314	5.9	12.1	148	496	1	0.21	1.33	1	0.39	57.84	684	-15.7	-10.1	136	474	1	0.33	1.36	1	0.24	54.9	694	-2.5	18.7	-18.4	-7	173	389	1	0.49	2.47	1	0.33	1.66	1	0.19	47.21
"TMGM2"	"Neotoma"	24173	42417	"Gomishan"	54.056667	37.151667	"Asia"	695	0.8	33.9	-11.2	23.1	45	2121	2	0.39	4.22	0.66	3.15	2	0.59	3.97	0.77	3.02	2	0.6	201.52	0.81	139.53	18.3	25	5.8	12.3	287	836	349	18.3	25	83	2121	2	0.45	1.34	1	0.56	198.51	221	5.8	12.3	77	1007	1	0.24	1.72	1	0.65	129.7	430	9.2	32.7	-3.8	19.3	288	825	2	0.47	3.02	2	0.69	2.72	2	0.45	97.77
"ALMALOU3"	"Neotoma"	24175	42421	"Lake Almalou"	46.631944	37.665278	"Asia"	865	8.6	33.9	-2.4	23.1	51	2121	2	0.39	3.27	0.65	2.46	2	0.61	3.09	0.79	2.27	2	0.55	175.76	0.73	137.54	10	24.6	0	11.7	374	1025	704	11.4	24.3	179	2121	2	0.51	1.88	2	0.49	156.07	554	0.1	11.6	114	1511	2	0.61	1.92	2	0.65	112.12	684	8.6	30.8	-2.4	19.6	376	1020	2	0.45	2.45	2	0.68	2.37	2	0.47	97.56
"MAHARLOU"	"Neotoma"	24179	42539	"Maharlou Lake"	52.759722	29.477222	"Asia"	337	8.6	33.9	-2.4	23.1	51	2121	2	0.5	4.15	0.75	2.88	2	0.6	3.47	0.79	2.49	2	0.61	237.96	0.78	178.8	19.3	25.6	9.1	15.6	265	835	148	19.3	25.5	130	2121	1	0.22	1.46	2	0.57	253.02	161	9.1	15.6	98	2121	1	0.34	1.57	1	0.42	285.32	170	13.8	32.7	2.9	19.3	274	825	1	0.48	3.68	1	0.49	2.93	1	0.34	115.14
"GS18"	"Neotoma"	26016	45092	"GS18"	51.101111	41.548056	"Asia"	1215	8.6	33.9	-2.7	23.1	51	2121	2	0.45	3.04	0.71	2.2	2	0.71	2.97	0.85	2.12	2	0.53	163.52	0.73	123.6	16.5	26.4	4.6	10	116	713	979	16.5	26.2	118	2121	2	0.55	1.59	2	0.56	139.39	272	4.6	10	127	1293	1	0.47	1.22	1	0.53	122.63	974	9.4	33.9	-2.7	21.7	118	705	1	0.36	2.93	2	0.68	2.78	2	0.52	97.93
"LL13"	"Neotoma"	26026	45111	"Langarud"	50.1475	37.185556	"Asia"	755	8.6	33.9	-2.4	23.1	51	2121	1	0.31	3.58	0.69	2.41	2	0.58	3.28	0.79	2.34	2	0.55	189.56	0.74	143.43	9.3	26	-1.6	13.4	184	1760	630	11.4	25.8	130	2121	2	0.51	2.05	2	0.55	172.18	539	0.1	13.4	111	1511	2	0.63	2.24	2	0.61	136.03	683	8.6	33	-2.4	20	186	1511	1	0.3	3.19	2	0.61	2.94	2	0.55	161.83
"KBG801"	"Neotoma"	26043	45164	"Kara-Bogaz Gol"	53.25	41.85	"Asia"	1247	0.8	33.9	-11.2	21.7	53	2121	2	0.35	3.36	0.62	2.56	2	0.64	3.21	0.79	2.5	2	0.56	163.17	0.76	121.16	18.9	26.3	5	12.2	198	585	593	19	26.2	77	2121	2	0.39	1.5	2	0.64	156.87	391	5	12.1	53	1007	1	0.48	1.63	2	0.65	109.15	634	9.2	32.9	-3.8	20	201	584	2	0.43	2.26	2	0.69	2.48	2	0.45	72.48
"BAIKA2"	"Neotoma"	26562	46449	"Baika"	46.75513	61.2684	"Asia"	2014	7.3	26.7	-10.4	11.5	130	1870	2	0.67	1.77	0.79	1.41	2	0.58	2.65	0.71	2.21	1	0.29	135.67	0.6	102.33	13.7	19.2	-2.2	4.4	548	684	1341	13.7	19.2	314	1347	2	0.46	0.99	1	0.45	78.33	1206	-2.2	4.4	179	1804	2	0.44	1.26	2	0.44	119.09	883	8.2	20.3	-8.4	8.2	549	683	2	0.59	1.55	2	0.68	2.1	1	0.18	31.18
"KHARINEI"	"Neotoma"	26581	46488	"Lake Kharinei"	62.75	67.366667	"Asia"	1766	-2.5	24.2	-18.4	6.6	167	1435	1	0.66	1.92	0.79	1.51	2	0.68	2.93	0.79	2.35	1	0.35	115.66	0.73	74.01	11	16.4	-7.5	1.4	350	667	732	11.1	16.3	187	1435	1	0.53	1.09	1	0.32	125.31	828	-7.4	1.3	348	921	1	0.37	2.04	1	0.32	78.15	1398	4.1	22.5	-11.1	6.4	351	666	2	0.66	1.63	1	0.5	2.73	1	0.34	63.29
"Khorpiya"	"Neotoma"	26583	46492	"Khorpyia"	60.05	61.033333	"Asia"	1878	7.3	29.7	-12.4	12.1	114	834	2	0.65	1.8	0.76	1.51	2	0.56	2.72	0.69	2.27	2	0.51	83.13	0.69	66.42	12.5	19.9	-4.4	4.5	510	708	1511	12.6	19.9	297	828	2	0.52	1.31	1	0.39	77.2	1328	-4.3	4.5	179	834	2	0.44	1.53	2	0.55	73.88	1092	8.2	23	-9.1	9.3	510	707	2	0.55	1.63	2	0.58	2.28	1	0.35	40.49
"KHARTYM"	"Neotoma"	26588	46512	"Man'inskii Khartym"	60.9	64.383333	"Asia"	1921	-2.5	26.7	-18.4	9.1	151	1362	1	0.65	1.92	0.78	1.51	1	0.61	3.11	0.78	2.31	1	0.41	99.54	0.71	69.78	8.5	29.1	-12.1	12.4	55	659	1887	8.5	26.7	151	1362	2	0.69	1.66	1	0.41	98.81	1823	-12.1	9.1	151	1362	2	0.54	2.68	1	0.39	92.61	1717	-2.5	26.7	-18.4	9.1	151	658	1	0.66	1.94	1	0.62	3.13	2	0.52	77.31
"MOKHOVOE"	"Neotoma"	1704	46523	"Mokhovoye"	64.25	53.766667	"Asia"	1966	3.3	31.7	-11	18.2	40	1019	2	0.55	2.87	0.64	2.56	2	0.6	3.08	0.7	2.68	2	0.58	108.93	0.73	87.05	13.7	20.6	-3	3.6	291	508	1298	13.7	20.6	53	1019	2	0.45	1.17	2	0.54	82.92	1036	-3	3.6	59	992	1	0.31	1.41	2	0.62	89.51	720	3.3	28.3	-11	13	292	508	1	0.61	2.51	2	0.63	2.74	1	0.31	53.84
"KARAKOL"	"Neotoma"	27070	47663	"Karakol"	77.3925	42.838889	"Asia"	2022	-6.5	33	-17.5	17.4	15	992	1	0.5	4.44	0.65	3.71	1	0.41	3.85	0.6	3.2	2	0.69	102.12	0.81	79.1	4.2	13.4	-6.2	-0.6	194	353	669	4.2	13.3	28	992	1	0.24	2.14	2	0.59	112.7	656	-6.2	-0.6	30	992	1	0.1	1.49	2	0.63	108.27	621	-6.5	28.7	-17.5	17.1	194	353	1	0.52	4.26	1	0.4	3.81	1	0.1	42.83
"KICHIKOL"	"Neotoma"	27072	47669	"Kichikol"	73.55193	39.98767	"Asia"	1606	-6.5	33	-17.5	18.2	15	828	1	0.48	4.67	0.64	3.91	1	0.4	4.1	0.59	3.39	2	0.68	102.01	0.81	77.9	6.9	14.8	-7.5	0.7	-46	190	521	7	14.8	28	772	1	0.21	1.8	2	0.7	102.11	690	-7.5	0.7	30	772	1	0.19	2.04	2	0.66	103.74	417	-2.2	33	-15.8	17.8	15	187	1	0.42	5.99	1	0.43	5.06	2	0.51	36.12
"BAKALY_neotoma"	"Neotoma"	27073	47671	"Bakaly"	71.96008	41.86734	"Asia"	1640	-6.5	33	-17.5	18.2	15	1158	1	0.45	4.59	0.65	3.67	1	0.44	3.97	0.64	3.21	2	0.71	107.2	0.84	78.94	7.6	15.7	-5.8	1.7	19	293	469	7.6	15.6	28	772	1	0.23	1.93	2	0.77	99.18	820	-5.8	1.7	28	772	2	0.46	1.6	2	0.73	93.75	647	-6.5	31.7	-17.5	18.2	25	292	2	0.53	5.2	2	0.54	4.56	1	0.53	57.9
"NIZHNEE"	"Neotoma"	27074	47673	"Nizhnee"	72.96399	41.30935	"Asia"	1686	-6.5	33	-17.5	18.2	15	992	1	0.47	4.56	0.64	3.75	1	0.41	3.96	0.6	3.27	2	0.68	105.44	0.8	82.92	6.8	15.2	-5.5	1.7	-18	299	541	6.9	15.2	28	992	2	0.35	1.82	2	0.74	107.17	860	-5.5	1.7	28	992	2	0.44	1.58	2	0.69	101.93	716	-6.5	33	-17.5	18.2	15	299	2	0.54	5.18	2	0.54	4.51	2	0.59	56.43
"VERKHNEE"	"Neotoma"	27081	47681	"Verkhnee"	72.95762	41.30912	"Asia"	1686	-6.5	33	-17.5	18.2	15	992	1	0.47	4.56	0.64	3.75	1	0.41	3.96	0.6	3.27	2	0.68	105.44	0.8	82.92	6	24.5	-8.5	8.4	-80	263	1406	6.1	24.5	27	992	2	0.46	3.28	2	0.69	101.89	1491	-8.5	8.3	27	992	1	0.39	2.86	2	0.67	102.81	594	-6.5	33	-17.5	18.2	15	263	2	0.51	5.37	1	0.47	4.89	1	0.5	52.85
"AKTEREK"	"Neotoma"	27082	47683	"Ak Terek"	72.83431	41.2815	"Asia"	1684	-6.5	33	-17.5	18.2	15	1158	1	0.47	4.58	0.65	3.72	1	0.44	3.97	0.63	3.24	2	0.7	108.26	0.83	81.41	7.8	15.8	-4	1.4	112	399	531	7.9	15.8	28	992	2	0.35	1.8	2	0.74	105.42	663	-4	1.4	30	753	2	0.4	1.22	2	0.71	95.95	768	-6.5	31.7	-17.5	18.2	114	398	1	0.63	4.37	1	0.57	3.75	1	0.34	65.19
"ORTOK_neotoma"	"Neotoma"	27083	47685	"Ortok"	73.26452	41.24565	"Asia"	1700	-6.5	33	-17.5	18.2	15	992	1	0.47	4.56	0.64	3.78	1	0.41	3.96	0.59	3.28	2	0.68	105.61	0.8	83.16	9.2	15.4	-4.3	0.4	-99	333	458	9.2	15.3	28	992	1	0.33	1.49	2	0.75	108.91	501	-4.3	0.4	30	992	1	0.18	1.23	2	0.7	104.97	822	-6.5	33	-17.5	18.2	15	332	2	0.52	5.2	2	0.53	4.48	2	0.58	63.74
"WENQUAN1"	"Neotoma"	27156	47817	"Wenquan wetland"	81.03134	44.97373	"Asia"	2319	-6.5	33	-17.5	15.4	15	992	1	0.51	4.32	0.66	3.61	1	0.42	3.73	0.59	3.13	2	0.66	103.38	0.79	80.9	7.7	19.2	-4	5.5	0	361	1528	7.7	19.2	27	992	2	0.5	2.48	2	0.64	103.26	1571	-4	5.5	28	992	1	0.32	1.95	2	0.65	98.46	1257	-6.5	33	-17.5	15.4	15	360	2	0.49	5.05	1	0.45	4.42	1	0.48	73.95
"CHAOCH1"	"Cao et al."	1	100001	"Chaohu Lake CH1"	117.394333	31.562333	"Asia"	2368	2.5	29.5	-9.5	25.7	35	4360	2	0.69	3.53	0.8	2.82	2	0.8	3.48	0.87	2.91	2	0.84	278.33	0.9	217.84	16.9	22	4.6	11.8	570	1292	856	17	22	107	3486	1	0.18	1.19	2	0.88	237.54	588	4.6	11.8	35	4360	2	0.37	1.42	2	0.86	276.44	725	2.5	29.2	-6.9	25.1	572	1278	2	0.71	3.23	2	0.76	2.98	2	0.77	89.52
"LONGGAN"	"Cao et al."	2	100002	"Longgan Lake"	116.116667	29.966667	"Asia"	2073	2.5	29.5	-9.5	25.7	35	4360	2	0.71	3.58	0.81	2.92	2	0.82	3.45	0.87	2.94	2	0.84	285.45	0.9	219.66	17.3	25.4	5.3	14.8	578	1275	969	17.3	25.3	44	3486	1	0.22	1.86	2	0.88	271.28	644	5.3	14.7	35	4360	2	0.52	1.84	2	0.85	293.49	543	2.5	29.2	-6.9	25.1	580	1255	2	0.75	3.42	2	0.76	3.3	2	0.79	94.54
"DONGGAN"	"Cao et al."	3	100003	"Dongganchi"	115.783333	39.533333	"Asia"	2595	-2	29.5	-15.4	22.7	35	4360	2	0.66	3.52	0.77	2.91	2	0.78	3.52	0.84	3	2	0.85	261.12	0.91	204.23	4	28.9	-7.3	13	-284	1278	2559	4.1	28.9	35	4360	2	0.66	3.42	2	0.85	260.36	2058	-7.2	13	35	4360	2	0.59	2.99	2	0.84	202.26	2036	-2	29	-15.4	21.5	35	1278	1	0.59	3.62	2	0.64	3.28	2	0.82	113.61
"FENZHU"	"Cao et al."	4	100004	"Fenzhuang"	115.9	39.566667	"Asia"	2599	-2	29.5	-15.4	22.7	35	4360	2	0.66	3.51	0.77	2.91	2	0.78	3.52	0.84	3.01	2	0.85	261.82	0.91	205.35	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
